"행정구역","2023년10월_계_총인구수","2023년10월_계_연령구간인구수","2023년10월_계_0~9세","2023년10월_계_10~19세","2023년10월_계_20~29세","2023년10월_계_30~39세","2023년10월_계_40~49세","2023년10월_계_50~59세","2023년10월_계_60~69세","2023년10월_계_70~79세","2023년10월_계_80~89세","2023년10월_계_90~99세","2023년10월_계_100세 이상"
"서울특별시 은평구 갈현제1동(1138055100)","14,595","14,595","491","955","2,126","2,051","1,997","2,516","2,374","1,377","623","83","2"
"서울특별시 은평구 갈현제2동(1138055200)","27,543","27,543","1,131","2,196","3,918","3,611","4,118","4,860","4,068","2,410","1,127","104","0"
"서울특별시 은평구 구산동(1138056000)","31,525","31,525","1,360","2,510","4,264","3,805","4,559","5,635","5,073","2,826","1,352","137","4"
"서울특별시 은평구 대조동(1138057000)","27,332","27,332","916","1,454","5,112","4,808","3,581","4,106","3,677","2,354","1,215","104","5"
"서울특별시 은평구 응암제1동(1138058000)","32,677","32,677","2,266","2,638","4,222","5,244","5,480","5,022","4,083","2,410","1,187","121","4"
"서울특별시 은평구 응암제2동(1138059000)","27,366","27,366","2,756","2,580","2,463","4,218","5,581","3,901","3,114","1,795","850","104","4"
"서울특별시 은평구 응암제3동(1138060000)","23,513","23,513","759","1,270","3,325","3,253","3,062","3,857","3,903","2,492","1,426","162","4"
"서울특별시 은평구 역촌동(1138062500)","43,933","43,933","1,880","3,071","5,910","5,997","6,727","7,548","6,725","3,984","1,897","189","5"
"서울특별시 은평구 신사제1동(1138063100)","26,524","26,524","1,239","1,792","3,604","3,813","3,900","4,399","4,216","2,351","1,089","119","2"
"서울특별시 은평구 신사제2동(1138063200)","18,977","18,977","846","1,366","2,490","2,587","2,734","3,191","3,182","1,681","791","104","5"
"서울특별시 은평구 증산동(1138064000)","18,343","18,343","1,078","1,359","2,382","2,637","2,588","3,078","2,854","1,545","741","77","4"
"서울특별시 은평구 수색동(1138065000)","19,945","19,945","1,713","1,405","2,502","3,461","2,906","3,478","2,576","1,206","613","84","1"
"서울특별시 은평구 진관동(1138069000)","54,383","54,383","3,350","7,105","6,684","6,122","9,276","9,041","6,910","3,794","1,835","259","7"
"서울특별시 서대문구 (1141000000)","306,927","306,927","17,772","22,260","48,840","44,841","44,506","48,734","41,350","23,662","13,220","1,684","58"
"서울특별시 서대문구 천연동(1141052000)","16,620","16,620","1,036","1,267","1,970","2,281","2,408","2,912","2,425","1,340","865","114","2"
"서울특별시 서대문구 북아현동(1141055500)","15,451","15,451","1,310","974","1,922","2,780","2,531","2,484","1,899","962","522","66","1"
"서울특별시 서대문구 충현동(1141056500)","19,678","19,678","1,051","1,257","3,001","3,354","2,806","3,152","2,749","1,397","772","132","7"
"서울특별시 서대문구 신촌동(1141058500)","20,359","20,359","476","916","8,608","3,656","1,860","1,889","1,413","886","573","79","3"
"서울특별시 서대문구 연희동(1141061500)","34,107","34,107","1,318","2,050","7,659","5,390","4,430","4,917","4,096","2,536","1,475","227","9"
"서울특별시 서대문구 홍제제1동(1141062000)","24,758","24,758","1,473","1,783","3,117","3,584","3,622","4,206","3,661","2,044","1,142","123","3"
"서울특별시 서대문구 홍제제3동(1141064000)","17,730","17,730","1,009","1,114","2,235","2,438","2,356","3,075","2,729","1,655","1,010","106","3"
"서울특별시 서대문구 홍제제2동(1141065500)","13,198","13,198","664","877","1,558","1,870","1,710","2,398","2,203","1,186","650","78","4"
"서울특별시 서대문구 홍은제1동(1141066000)","22,216","22,216","1,270","1,522","2,664","2,964","3,164","3,912","3,530","1,940","1,108","137","5"
"서울특별시 서대문구 홍은제2동(1141068500)","28,613","28,613","1,499","2,202","4,204","3,971","4,087","4,796","4,174","2,245","1,262","168","5"
"서울특별시 서대문구 남가좌제1동(1141069000)","16,702","16,702","1,973","1,840","1,578","2,245","3,403","2,374","1,744","954","519","71","1"
"서울특별시 서대문구 남가좌제2동(1141070000)","29,160","29,160","2,344","2,386","4,119","4,099","4,743","4,446","3,500","2,224","1,153","139","7"
"서울특별시 서대문구 북가좌제1동(1141071000)","17,596","17,596","1,157","1,911","1,886","2,105","2,998","3,009","2,362","1,373","711","80","4"
"서울특별시 서대문구 북가좌제2동(1141072000)","30,739","30,739","1,192","2,161","4,319","4,104","4,388","5,164","4,865","2,920","1,458","164","4"
"서울특별시 마포구 (1144000000)","363,953","363,953","20,790","26,654","59,150","63,654","57,151","55,702","42,423","23,651","12,972","1,755","51"
"서울특별시 마포구 아현동(1144055500)","28,526","28,526","2,905","2,008","3,237","5,689","4,975","4,182","3,222","1,385","809","110","4"
"서울특별시 마포구 공덕동(1144056500)","36,584","36,584","1,917","2,120","5,790","6,516","5,029","6,142","4,939","2,521","1,431","175","4"
"서울특별시 마포구 도화동(1144058500)","20,615","20,615","1,319","1,416","2,613","3,527","2,884","3,296","2,950","1,525","931","150","4"
"서울특별시 마포구 용강동(1144059000)","21,262","21,262","1,883","2,161","2,024","3,406","4,274","3,152","2,280","1,242","711","127","2"
"서울특별시 마포구 대흥동(1144060000)","14,489","14,489","574","868","3,643","2,515","1,948","2,066","1,500","801","502","68","4"
"서울특별시 마포구 염리동(1144061000)","16,834","16,834","1,271","1,700","2,440","2,682","3,095","2,552","1,649","870","519","56","0"
"서울특별시 마포구 신수동(1144063000)","22,129","22,129","1,499","1,783","3,304","3,358","3,539","3,712","2,623","1,419","793","94","5"
"서울특별시 마포구 서강동(1144065500)","24,553","24,553","1,586","1,682","4,727","4,065","3,787","3,693","2,709","1,405","789","108","2"
"서울특별시 마포구 서교동(1144066000)","24,091","24,091","657","1,001","5,983","5,341","3,414","3,099","2,208","1,459","794","134","1"
"서울특별시 마포구 합정동(1144068000)","16,392","16,392","664","719","3,027","3,575","2,456","2,216","1,922","1,123","596","92","2"
"서울특별시 마포구 망원제1동(1144069000)","19,157","19,157","776","1,081","3,071","3,622","2,949","2,874","2,413","1,527","755","89","0"
"서울특별시 마포구 망원제2동(1144070000)","17,994","17,994","840","1,403","2,568","2,845","2,895","2,911","2,297","1,433","725","74","3"
"서울특별시 마포구 연남동(1144071000)","14,284","14,284","465","688","2,920","2,911","2,133","1,925","1,636","959","565","78","4"
"서울특별시 마포구 성산제1동(1144072000)","18,575","18,575","716","1,278","3,022","3,270","2,985","2,930","2,298","1,325","691","57","3"
"서울특별시 마포구 성산제2동(1144073000)","38,772","38,772","1,845","2,978","6,556","6,801","5,642","5,957","4,515","2,820","1,436","212","10"
"서울특별시 마포구 상암동(1144074000)","29,696","29,696","1,873","3,768","4,225","3,531","5,146","4,995","3,262","1,837","925","131","3"
"서울특별시 양천구 (1147000000)","437,199","437,199","25,607","47,850","52,943","53,373","72,848","74,762","62,819","32,176","12,826","1,929","66"
"서울특별시 양천구 목1동(1147051000)","30,278","30,278","2,400","5,090","2,990","2,771","6,461","5,097","3,250","1,538","593","84","4"
"서울특별시 양천구 목2동(1147052000)","29,003","29,003","1,340","2,250","4,329","5,149","4,285","4,713","4,177","1,891","759","107","3"
"서울특별시 양천구 목3동(1147053000)","21,284","21,284","1,126","1,294","3,085","3,827","3,010","3,361","3,273","1,556","641","107","4"
"서울특별시 양천구 목4동(1147054000)","24,504","24,504","992","3,019","3,752","2,686","3,927","4,858","2,971","1,566","641","91","1"
"서울특별시 양천구 목5동(1147055000)","40,679","40,679","2,906","7,248","4,012","3,452","8,508","6,800","4,682","2,151","732","185","3"
"서울특별시 양천구 신월1동(1147056000)","19,545","19,545","709","1,152","2,291","2,499","2,733","3,492","3,815","2,025","732","93","4"
"서울특별시 양천구 신월2동(1147057000)","20,834","20,834","1,271","1,761","2,448","2,747","3,279","3,229","3,419","1,923","662","92","3"
"서울특별시 양천구 신월3동(1147058000)","14,390","14,390","664","930","1,715","1,897","1,938","2,557","2,639","1,397","604","48","1"
"서울특별시 양천구 신월4동(1147059000)","17,470","17,470","1,107","1,549","1,953","2,070","2,836","2,793","2,879","1,566","617","93","7"
"서울특별시 양천구 신월5동(1147060000)","14,080","14,080","704","1,145","1,842","1,926","2,125","2,338","2,313","1,151","479","55","2"
"서울특별시 양천구 신월6동(1147061000)","13,893","13,893","1,391","1,265","1,437","2,238","2,359","2,059","1,896","887","323","33","5"
"서울특별시 양천구 신월7동(1147061100)","18,662","18,662","782","1,073","2,142","2,506","2,460","3,216","3,511","1,943","912","116","1"
"서울특별시 양천구 신정1동(1147062000)","19,719","19,719","1,497","2,890","2,085","1,792","3,819","3,399","2,393","1,226","517","98","3"
"서울특별시 양천구 신정2동(1147063000)","18,864","18,864","997","2,952","2,155","1,578","3,475","3,429","2,477","1,204","504","89","4"
"서울특별시 양천구 신정3동(1147064000)","49,764","49,764","3,205","5,360","6,043","5,987","7,894","8,971","6,945","3,644","1,469","235","11"
"서울특별시 양천구 신정4동(1147065000)","31,942","31,942","1,175","2,039","5,030","4,857","4,610","5,243","4,855","2,906","1,101","124","2"
"서울특별시 양천구 신정6동(1147067000)","23,942","23,942","1,733","3,560","2,642","2,474","4,466","4,231","2,962","1,311","461","99","3"
"서울특별시 양천구 신정7동(1147068000)","28,346","28,346","1,608","3,273","2,992","2,917","4,663","4,976","4,362","2,291","1,079","180","5"
"서울특별시 강서구 (1150000000)","563,663","563,663","31,405","41,995","79,808","96,738","86,656","82,795","80,554","43,240","17,702","2,689","81"
"서울특별시 강서구 염창동(1150051000)","41,360","41,360","3,465","4,359","5,359","7,293","7,338","6,083","4,545","2,034","780","102","2"
"서울특별시 강서구 등촌제1동(1150052000)","24,923","24,923","1,260","1,140","4,756","6,635","3,460","3,043","2,494","1,227","730","169","9"
"서울특별시 강서구 등촌제2동(1150053000)","19,420","19,420","1,011","1,392","2,713","3,341","2,778","3,015","2,984","1,547","550","88","1"
"서울특별시 강서구 등촌제3동(1150053500)","29,496","29,496","1,439","1,642","3,294","4,609","3,606","4,502","5,619","2,922","1,538","318","7"
"서울특별시 강서구 화곡제1동(1150054000)","51,088","51,088","2,066","2,202","9,038","10,461","7,310","7,103","7,167","4,096","1,454","185","6"
"서울특별시 강서구 화곡제2동(1150055000)","17,141","17,141","834","1,280","2,379","2,631","2,778","2,765","2,517","1,407","493","56","1"
"서울특별시 강서구 화곡제3동(1150056000)","21,148","21,148","999","1,575","3,030","3,113","3,074","3,148","3,415","1,978","712","101","3"
"서울특별시 강서구 화곡제4동(1150057000)","19,817","19,817","844","1,238","2,514","2,963","3,076","3,266","3,242","1,857","719","98","0"
"서울특별시 강서구 화곡본동(1150059000)","33,038","33,038","1,472","2,215","5,560","6,139","5,114","4,771","4,455","2,331","858","115","8"
"서울특별시 강서구 화곡제6동(1150059100)","24,843","24,843","1,027","1,459","4,250","4,564","3,463","3,696","3,741","1,855","684","101","3"
"서울특별시 강서구 화곡제8동(1150059300)","23,555","23,555","941","1,424","3,578","3,814","3,602","3,553","3,588","2,165","807","78","5"
"서울특별시 강서구 가양제1동(1150060300)","34,016","34,016","1,373","1,696","7,887","8,946","4,455","4,080","3,602","1,321","572","77","7"
"서울특별시 강서구 가양제2동(1150060400)","13,499","13,499","436","387","1,329","2,216","1,351","1,664","3,220","1,868","883","143","2"
"서울특별시 강서구 가양제3동(1150060500)","14,210","14,210","633","413","1,267","2,922","1,796","1,912","2,682","1,710","774","99","2"
"서울특별시 강서구 발산제1동(1150061100)","35,730","35,730","2,344","4,906","4,297","3,783","6,527","5,995","4,372","2,372","970","160","4"
"서울특별시 강서구 우장산동(1150061500)","43,791","43,791","3,165","5,455","5,227","5,304","8,207","7,075","5,274","2,964","983","132","5"
"서울특별시 강서구 공항동(1150062000)","29,659","29,659","2,893","2,252","3,728","4,923","5,232","4,043","3,763","1,886","816","121","2"
"서울특별시 강서구 방화제1동(1150063000)","42,164","42,164","3,141","4,323","4,552","5,901","7,226","6,412","6,089","3,109","1,222","184","5"
"서울특별시 강서구 방화제2동(1150064000)","22,713","22,713","1,008","1,266","3,072","3,774","3,029","3,410","3,826","2,162","1,006","156","4"
"서울특별시 강서구 방화제3동(1150064100)","22,052","22,052","1,054","1,371","1,978","3,406","3,234","3,259","3,959","2,429","1,151","206","5"
"서울특별시 구로구 (1153000000)","393,459","393,459","22,738","28,356","51,238","61,375","58,721","61,709","58,835","34,301","14,431","1,707","48"
"서울특별시 구로구 신도림동(1153051000)","35,870","35,870","3,017","3,553","4,162","5,809","6,509","5,326","4,238","2,278","869","105","4"
"서울특별시 구로구 구로제1동(1153052000)","20,558","20,558","1,585","1,930","2,402","3,565","3,566","2,980","2,826","1,200","430","72","2"
"서울특별시 구로구 구로제2동(1153053000)","22,536","22,536","630","1,186","2,846","2,725","2,782","4,259","4,159","2,595","1,231","119","4"
"서울특별시 구로구 구로제3동(1153054000)","23,326","23,326","973","1,315","4,399","4,664","3,717","3,158","2,643","1,653","726","77","1"
"서울특별시 구로구 구로제4동(1153055000)","18,774","18,774","590","894","2,557","2,767","2,383","3,123","3,166","2,133","1,068","93","0"
"서울특별시 구로구 구로제5동(1153056000)","29,188","29,188","1,507","1,436","4,929","5,646","3,944","4,367","3,991","2,288","958","121","1"
"서울특별시 구로구 가리봉동(1153059500)","8,782","8,782","170","228","1,646","1,420","898","1,570","1,595","844","361","49","1"
"서울특별시 구로구 고척제1동(1153072000)","26,325","26,325","1,664","1,851","3,353","5,046","3,615","4,021","3,736","2,106","811","119","3"
"서울특별시 구로구 고척제2동(1153073000)","25,913","25,913","1,289","2,046","3,134","3,040","3,658","4,706","4,245","2,501","1,169","120","5"
"서울특별시 구로구 개봉제1동(1153074000)","33,219","33,219","1,989","2,193","3,976","5,031","4,618","5,466","5,414","3,096","1,277","150","9"
"서울특별시 구로구 개봉제2동(1153075000)","29,881","29,881","1,667","2,054","3,306","3,961","4,418","4,732","5,187","3,207","1,207","139","3"
"서울특별시 구로구 개봉제3동(1153076000)","19,704","19,704","899","1,301","2,202","2,477","2,918","3,396","3,570","2,036","816","88","1"
"서울특별시 구로구 오류제1동(1153077000)","22,753","22,753","976","1,102","4,099","4,594","2,999","3,039","3,085","1,874","881","100","4"
"서울특별시 구로구 오류제2동(1153078000)","37,495","37,495","2,169","3,968","4,206","4,587","6,023","5,965","5,383","3,486","1,487","217","4"
"서울특별시 구로구 수궁동(1153079000)","22,772","22,772","1,148","1,807","2,633","2,966","3,398","3,776","3,891","2,172","876","102","3"
"서울특별시 구로구 항동(1153080000)","16,363","16,363","2,465","1,492","1,388","3,077","3,275","1,825","1,706","832","264","36","3"
"서울특별시 금천구 (1154500000)","228,274","228,274","10,082","13,001","35,438","37,890","29,871","37,466","36,381","18,943","8,220","950","32"
"서울특별시 금천구 가산동(1154551000)","24,709","24,709","598","621","7,009","6,501","2,828","2,733","2,611","1,263","493","50","2"
"서울특별시 금천구 독산제1동(1154561000)","46,423","46,423","2,950","2,390","8,188","10,196","6,677","6,381","5,559","2,751","1,197","130","4"
"서울특별시 금천구 독산제2동(1154562000)","17,884","17,884","702","1,006","2,397","2,525","2,210","3,386","3,316","1,640","629","69","4"
"서울특별시 금천구 독산제3동(1154563000)","23,756","23,756","791","1,094","3,702","3,736","2,829","4,230","4,278","2,076","894","123","3"
"서울특별시 금천구 독산제4동(1154564000)","14,640","14,640","500","796","1,981","2,018","1,756","2,873","2,727","1,415","514","58","2"
"서울특별시 금천구 시흥제1동(1154567000)","32,212","32,212","1,420","2,022","4,398","4,822","4,421","5,494","5,280","2,878","1,291","179","7"
